element_id,date,headline,text
3,2022-04-07,PRESS RELEASE: Heartland Institute Climate Experts React to Latest UN IPCC Report,"Rainfall has increased over the last 50 years in the region, but rain falls irregularly."
3,2022-04-07,PRESS RELEASE: Heartland Institute Climate Experts React to Latest UN IPCC Report,"In the 1970s, the Costa Rican jungle suffered 25 days of drought a year. In the last decade those days have increased to an average of 115."
3,2022-04-07,PRESS RELEASE: Heartland Institute Climate Experts React to Latest UN IPCC Report,The humidity that kept the jungle soggy and facilitated the survival of the batrachians has been reduced by 70%.
3,2022-04-07,PRESS RELEASE: Heartland Institute Climate Experts React to Latest UN IPCC Report,"Pounds explains that sometimes tourists ask him in Monteverde where the famous ""rainforest"" is."
3,2022-04-07,PRESS RELEASE: Heartland Institute Climate Experts React to Latest UN IPCC Report,"""I tell them, 'they're already inside.' It often looks more like a dust cloud than a rainforest,"" he laments."
3,2022-04-07,PRESS RELEASE: Heartland Institute Climate Experts React to Latest UN IPCC Report,klm/abd/laf/jz/zm
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","Australia's biodiversity is facing continued decline, with another 34 species listed as threatened over the past 12 months."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","Eight birds, four frogs and a mammal were among the newly-listed threatened species, which included two fish, a snail and 18 plants."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","Habitat loss from bushfires resulted in 10 species being upgraded to a higher risk of extinction in the last 12 months, according to a report by the Australian National University."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","Only two species received improved conservation status in 2021, the golden sun moth and the giant barred frog, both now listed as vulnerable."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC",The change to a total of 1943 threatened species in Australia represents a 2.3 per cent increase from the previous year and a 39 per cent increase since 2000.
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","Australia's Environment 2021 report co-author Shoshana Rapley said habitat loss and degradation, as well as invasive species, presented the greatest threat to Australia's biodiversity."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","Ms Rapley identified predators like foxes and cats as a major threat, as well as pathogens like myrtle rust and chytrid which was affecting amphibians."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","Prior to a 2021 Threatened Species Strategy review, feral cats had been the only threat targeted, this will now include foxes, gamba grass and myrtle rust, according to the report."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC",Ms Rapley said it was really important to have the national inventory.
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","""And keep it fresh in our mind that Australia is the world leader in mammal extinction,"" she said."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","""A quarter of the world's losses in the last 200 years have been in Australia."""
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","Another 12 species were listed as extinct in 2021, 10 of which were historical and two, the Christmas Island pipistrelle last seen in 2009 and the Christmas Island forest skink last seen in 2010, were recent."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC",Ms Rapley said Australia had known about the threats facing native species for a long time but the decline had continued on unabated.
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","""The current systems not working. We're adding species to the list, we're accounting for them, but there's no change being made,"" she said."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC",Ms Rapley said the report should be a wake-up call that threatened species conservation needed to be taken more seriously.
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","With the CSIRO snubbed from pandemic support to supplement $459 million additional funding over four years announced in last year's budget, Ms Rapley said biodiversity investment was falling short."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC",READ ALSO:
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","CSIRO's 'Pyrotron' bushfire simulator to help fight extreme weather events Underground river provides backyard oasis for Coombs family ""There has been research going on to say that we should be spending at least 1 per cent of our GDP on protecting biodiversity,"" she said."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","""When you look at the ecosystem services that it provides, the net return we get on that investment is anywhere between 10 to 100 times."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","""We rely on trillions of dollars from the environment for things like our fisheries, our clean air, or clean water to drink and we need to take that into account when we're making these decisions."
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","""Otherwise, the future is not going to inherit the world that has those trillions of dollars worth of services, let alone the beautiful biodiversity that we cherish and contributes so much to the tourism sector, which is a really important staple of the Australian economy."""
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC","Our journalists work hard to provide local, up-to-date news to the community. This is how you can continue to access our trusted content:"
4,2022-04-07,"'Now or never' to keep within 1.5C, reports IPCC",Bookmark canberratimes.com.au Download our app Make sure you are signed up for our breaking and regular headlines newsletters Follow us on Twitter Follow us on Instagram
6,2022-04-08,How is Nuclear a Solution to the IPCC's Latest Findings? ...,"A study carried out by researchers from the Universitat Autònoma de Barcelona in collaboration with the Fundació Zoo de Barcelona and with a sample of 642 specimens, rules out the presence of chytrid fungi in the Pyrenean newt in Catalonia. This study has also revealed 495 specimens of other five species of amphibians that cohabit with them, such as the webbed newt, the salamander, the Pyrenean frog, the common toad and the common midwife toad."
6,2022-04-08,How is Nuclear a Solution to the IPCC's Latest Findings? ...,"The study was carried out in 15 areas of the natural parks of Cadí-Moixeró, Capçaleres del Ter i del Freser and Alt Pirineu and confirms the good health of the Pyrenean newt in Catalonia. However, the detection of some fungi in a point of the Pyrenees emphasizes the importance of continuing to monitor these populations, according to Maria Puig Ribas, one of the researchers of the project."
6,2022-04-08,How is Nuclear a Solution to the IPCC's Latest Findings? ...,"""We have not detected any positive newt in any of the analyzed samples of the two chytrid fungi and we can say that the Pyrenean newt populations in Catalonia are free of pathogens"", explained Óscar Cabezón, researcher of the Department of Animal Medicine and Surgery. ""We have only detected B. dedrobatidis in the easternmost point of the Pyrenees, in the limit of distribution of the newt and in another species of toad"", added Cabezón."
6,2022-04-08,How is Nuclear a Solution to the IPCC's Latest Findings? ...,"The aim of the research project, carried out by researchers of the Wildlife Conservation Medicine (WildCoM) research group of the Autonomous University of Barcelona, was to know if the pathogenic fungi species, Batrachochytrium dedrobatidis and Batrchochytrium salamandrivorans, could be present in the newt populations of the Catalan Pyrenees."
6,2022-04-08,How is Nuclear a Solution to the IPCC's Latest Findings? ...,"These two fungi could cause chytridiomycosis in amphibians, a global disease caused by species trade and human mobility, which has caused the extinction of numerous amphibian species worldwide. In the Iberian Peninsula the fungi have been located mainly at higher altitudes."
6,2022-04-08,How is Nuclear a Solution to the IPCC's Latest Findings? ...,"The study carried out by the Universitat Autònoma de Barcelona has made it possible to create a bank of samples that will be used for future studies. According to some researchers, this will be ""essential to be able to detect the appearance of new pathogens""."
6,2022-04-08,How is Nuclear a Solution to the IPCC's Latest Findings? ...,"The next step will be to define new objectives for the conservation of the species. In addition, researchers are also carrying out population studies, both of the Pyrenean newt and amphibian species."
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC,"A new species of frog was found in Panama, which, according to expert biologists from that country and Switzerland, belongs to the group of rain amphibians of the genus Pristimantis, Family Strabomantidae, informed the director of the Asociación Adopta Bosque, Guido Berguido."
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC,"The specimen was named after Swedish activist Greta Thunberg for her work and efforts in the face of the climate crisis. The determination to assign the 19-year-old activist's name occurred in 2018 when Rainforest Trust, a non-profit organization in the US, organized an auction where they offered the rights to name some species new to science."
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC,? Leonardo DiCaprio Joins New Initiative to Restore Galapagos Islands
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC,"At this event it was proposed to name the new frog discovered in Panama after Greta Thunberg to recognize and honor her efforts in the face of the climate crisis, said the Ministry of Environment."
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC,Her work on climate change before the Swedish parliament has inspired students around the world to hold similar strikes called Fridays for the Future. She is inspiring world leaders and her work is attracting others to climate action.
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC,"Meanwhile, the Panamanian Ministry of Environment and Asociación Adopta Bosque stress that the plight of Greta Thunberg the frog is closely linked to climate change."
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC, Ecology
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC,"This is due to rising temperatures and will destroy its small mountain habitat, since the region around Cerro Chucanti has already lost more than 30% of its forest cover in recent years""."
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC,"Another drawback for the frog is the deadly chytrid fungus, which affects the skin of more than 700 of the species and has caused the decline of populations worldwide, as well as the extinction of almost 200 species."
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC,"The amphibian's characteristics are that it has black eyes, a trait unique among Central American rain frogs, and its closest relatives inhabit northwestern Colombia."
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC,? Stay informed on our Google News channel
7,2022-04-05,Narrow path to avoid catastrophic climate change: IPCC,"The new endemic frog species inhabits the high mountains of Darien and Central Panama. For this reason it has a very restricted habitat and is therefore vulnerable to extinction, informed biologist Berguido."
8,2022-04-05,IPCC report calls for 'immediate and deep' carbon cuts to slow climate change," An international team led by biologists from Panama and Switzerland discovered a new species of frog in a Panamanian cloud forest and has been named ""Greta Thunberg"", in honor of the young Swedish activist and her efforts in the face of the climate crisis.Photo: Agencia EFEA"
8,2022-04-05,IPCC report calls for 'immediate and deep' carbon cuts to slow climate change,"team of five researchers led by Konrad Meber describe a new species of frog of the genus Pristimantis from the cloud forest of Cerro Chucantí, Maje Mountains, Darién Province, as well as from several other mountain ranges in eastern and central Panama, in the scientific journal ZooKeys, published by Pensoft "
8,2022-04-05,IPCC report calls for 'immediate and deep' carbon cuts to slow climate change,.
8,2022-04-05,IPCC report calls for 'immediate and deep' carbon cuts to slow climate change,"The researchers named the new species ""Greta Thunberg"" (Pristimantis gretathunbergae sp. nov.) in allusion to the Swedish activist fighting to control climate change. Pristimantis gretathunbergae sp. nov. is a sister species of the allopatric group P. erythropleura-penelopus from northern Colombia. Currently, according to the study, 13 species of Pristimantis frogs are known in Panama."
8,2022-04-05,IPCC report calls for 'immediate and deep' carbon cuts to slow climate change,Although
8,2022-04-05,IPCC report calls for 'immediate and deep' carbon cuts to slow climate change,"this number is relatively low compared to the richness of Pristimantis in the much larger Chocó bioregion in western Colombia and Ecuador, ""its variation in Panama still represents a major challenge for taxonomic work,"" the researchers note. The frog Pristimantis gretathunbergae sp. nov. is endemic to Panama, that is, it is only reported there and inhabits the high mountains of the Darien and the center of the country."
8,2022-04-05,IPCC report calls for 'immediate and deep' carbon cuts to slow climate change,"The Panamanian Ministry of Environment and the ADOPTA Bosque Association stressed that ""the grim situation of the Greta Thunberg's frog is closely related to climate change""."
8,2022-04-05,IPCC report calls for 'immediate and deep' carbon cuts to slow climate change,"See: WHO: ""Coronavirus vaccines work against all variants"
8,2022-04-05,IPCC report calls for 'immediate and deep' carbon cuts to slow climate change,"""""Rising temperatures would destroy its small mountain habitat,"" since ""the region around Cerro Chucanti has already lost more than 30% of its forest cover in recent years,"" they added in separate statements.The amphibian has black eyes, a trait unique among Central American rain frogs and their Colombian relatives "
8,2022-04-05,IPCC report calls for 'immediate and deep' carbon cuts to slow climate change,"Another threat to the new frog species is the deadly chytrid fungus, which affects the amphibians' skin, the two agencies said. Batrachochytrium dendrobatidis is the name of the fungus that causes the skin disease that already affects more than 700 species of amphibians and has caused the decline of populations worldwide, as well as the extinction of nearly 200 species."
8,2022-04-05,IPCC report calls for 'immediate and deep' carbon cuts to slow climate change,Receive alerts from GoogleNewsRelated topicsBiologyGreta ThunbergGretaThunbergSpecies in danger of extinctionPanama 
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,ABSTRACT
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"In a sign of unintended consequences of the psychedelic resurgence, scientists say that the Sonoran desert toad is at risk of population collapse."
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,FULL TEXT
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,Then he smoked the venom of the Sonoran desert toad. 
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"""I saw why they call this the 'God molecule' after I got a full central nervous system reset,"" said Mr. Capone, 45, who now runs a nonprofit with his wife helping hundreds of other Special Operations veterans access toad medicine. "
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"Riding the wave of greater mainstream acceptance of psychedelics for treating mental disorders and addiction, a fast-growing retreat industry is touting the potential of the toad's secretions. People pay anywhere from $250 for a ceremony in the East Texas woods to $8,500 for a more gilded beachfront setting in Tulum, Mexico, to consume the venom. "
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"Toad medicine apostles are now increasingly split between those like Mr. Capone, who support using synthetic versions that are easy to produce, and purists who say they will never stop using venom collected from the toads themselves. As retreat operators tailor experiences for therapeutic, recreational or spiritual purposes, the discussions over threats to the toad are growing more contentious. "
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"""We're a church, and this is sacred medicine,"" said Brooke Tarrer, 42, a former Texas schoolteacher who in 2015 founded the Universal Shamans of the New Tomorrow, which makes consumption of the toad venom a central feature of its practices. "
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"Ms. Tarrer, whose church in Huntsville, Texas, charges $250 for a venom ceremony, positioned herself against what she called ""Green movement people"" aiming to protect the toad. ""We would never go with synthetic,"" she added. "
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"The toad itself, found primarily in the Sonoran desert, which straddles parts of the southwestern United States and northwestern Mexico, is already thought to have been extirpated in California, where it hasn't been found in the wild in decades. Authorities in New Mexico list it as threatened, citing excessive collection among factors. "
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"The Sonoran desert toad can still be found in parts of Arizona and Sonora in northwest Mexico. One of the largest toads native to North America and remarkably long-lived with a life span reaching 20 years, it hibernates underground for most of the year, resurfacing to breed around the summer monsoon rains. "
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"Herpetologists say the toad seems to have adapted to human-modified landscapes like irrigation ditches, suburban yards and water tanks on cattle ranches. "
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"But risks abound. Motorists already kill many of the toads, and predators such as raccoons also target them. "
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"When the toad is threatened, it excretes toxins strong enough to kill full-grown dogs. A substance found in these toxins, 5-MeO-DMT, can be dried into crystals and smoked in a pipe, producing an intense experience generally lasting 15 to 30 minutes, in contrast to other psychedelic substances that can involve hours of hallucinating and vomiting. "
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"Five-MeO-DMT remains effectively illegal in the United States, where it is classified as a Schedule 1 substance. But while many users opt to attend retreats in Mexico, where it is legal, ceremonies are also taking place in the United States, where law enforcement agencies are largely tolerating its growing popularity. "
9,2022-04-10,One Last #Climate Warning in New IPCC Report: 'Now or Never' — Inside Climate News #ActOnClimate #KeepItInTheGround,"Celebrities from Chelsea Handler to Joe Rogan have smoked the venom, commonly called Five or Bufo (after the toad's former scientific name, Bufo alvarius; it's been renamed Incilius alvarius). As researchers start looking into the safety of 5-MeO-DMT, reports of adverse experiences are also occasionally emerging. "
